region,asset,listed,name,symbol,update_dttm,last_page,summary,sector,industry,forum
KR,Equity,KOSDAQ,한일단조,A024740,,,"{'company': ['한일단조'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,유성티엔에스,A024800,,,"{'company': ['유성티엔에스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,이화전기,A024810,,,"{'company': ['이화전기'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,세원물산,A024830,,,"{'company': ['세원물산'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,KBI메탈,A024840,,,"{'company': ['KBI메탈'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,피에스엠씨,A024850,,,"{'company': ['피에스엠씨'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,케이피에프,A024880,,,"{'company': ['케이피에프'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,대원화성,A024890,,,"{'company': ['대원화성'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,덕양산업,A024900,,,"{'company': ['덕양산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,경창산업,A024910,,,"{'company': ['경창산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,PN풍년,A024940,,,"{'company': ['PN풍년'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,삼천리자전거,A024950,,,"{'company': ['삼천리자전거'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,KPX케미칼,A025000,,,"{'company': ['KPX케미칼'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,시노펙스,A025320,,,"{'company': ['시노펙스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,대성엘텍,A025440,,,"{'company': ['대성엘텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SJM홀딩스,A025530,,,"{'company': ['SJM홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국단자,A025540,,,"{'company': ['한국단자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국선재,A025550,,,"{'company': ['한국선재'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,미래산업,A025560,,,"{'company': ['미래산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,제이준코스메틱,A025620,,,"{'company': ['제이준코스메틱'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한솔홈데코,A025750,,,"{'company': ['한솔홈데코'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국정보통신,A025770,,,"{'company': ['한국정보통신'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,이구산업,A025820,,,"{'company': ['이구산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,남해화학,A025860,,,"{'company': ['남해화학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,신라에스지,A025870,,,"{'company': ['신라에스지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,케이씨피드,A025880,,,"{'company': ['케이씨피드'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국주강,A025890,,,"{'company': ['한국주강'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,동화기업,A025900,,,"{'company': ['동화기업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,동신건설,A025950,,,"{'company': ['동신건설'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,아난티,A025980,,,"{'company': ['아난티'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,제이에스티나,A026040,,,"{'company': ['제이에스티나'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,특수건설,A026150,,,"{'company': ['특수건설'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,스틱인베스트먼트,A026890,20220615 082547,,"{'company': ['스틱인베스트먼트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,광진실업,A026910,,,"{'company': ['광진실업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,부국철강,A026940,,,"{'company': ['부국철강'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동서,A026960,,,"{'company': ['동서'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,서울전자통신,A027040,,,"{'company': ['서울전자통신'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,코리아나,A027050,,,"{'company': ['코리아나'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,아주IB투자,A027360,,,"{'company': ['아주IB투자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,BGF,A027410,,,"{'company': ['BGF'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,상보,A027580,,,"{'company': ['상보'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,팜스토리,A027710,,,"{'company': ['팜스토리'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,마니커,A027740,,,"{'company': ['마니커'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,대성창투,A027830,,,"{'company': ['대성창투'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,세하,A027970,,,"{'company': ['세하'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,미래SCI,A028040,,,"{'company': ['미래SCI'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼성엔지니어링,A028050,,,"{'company': ['삼성엔지니어링'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,휴맥스홀딩스,A028080,,,"{'company': ['휴맥스홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동아지질,A028100,,,"{'company': ['동아지질'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,GS홈쇼핑,A028150,,,"{'company': ['GS홈쇼핑'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼성물산,A028260,,,"{'company': ['삼성물산'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,HLB,A028300,20220615 082547,,"{'company': ['HLB'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,팬오션,A028670,,,"{'company': ['팬오션'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,케이씨,A029460,,,"{'company': ['케이씨'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,광무,A029480,20220615 082547,,"{'company': ['광무'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신도리코,A029530,,,"{'company': ['신도리코'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼성카드,A029780,,,"{'company': ['삼성카드'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,코엔텍,A029960,,,"{'company': ['코엔텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,제일기획,A030000,,,"{'company': ['제일기획'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,NICE평가정보,A030190,,,"{'company': ['NICE평가정보'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,KT,A030200,,,"{'company': ['KT'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,다올투자증권,A030210,20220615 082547,,"{'company': ['다올투자증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,드래곤플라이,A030350,,,"{'company': ['드래곤플라이'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한글과컴퓨터,A030520,,,"{'company': ['한글과컴퓨터'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,원익홀딩스,A030530,,,"{'company': ['원익홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,교보증권,A030610,,,"{'company': ['교보증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,동원수산,A030720,,,"{'company': ['동원수산'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,비케이탑스,A030790,,,"{'company': ['비케이탑스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,양지사,A030960,,,"{'company': ['양지사'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,아이즈비전,A031310,,,"{'company': ['아이즈비전'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,에스에이엠티,A031330,,,"{'company': ['에스에이엠티'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,녹십자셀,A031390,,,"{'company': ['녹십자셀'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신세계인터내셔날,A031430,,,"{'company': ['신세계인터내셔날'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신세계푸드,A031440,,,"{'company': ['신세계푸드'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,오스템,A031510,,,"{'company': ['오스템'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,콤텍시스템,A031820,,,"{'company': ['콤텍시스템'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,엔에스엔,A031860,,,"{'company': ['엔에스엔'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,피에스케이홀딩스,A031980,,,"{'company': ['피에스케이홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,아즈텍WB,A032080,,,"{'company': ['아즈텍WB'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,다우데이타,A032190,,,"{'company': ['다우데이타'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,삼일,A032280,,,"{'company': ['삼일'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국파마,A032300,,,"{'company': ['한국파마'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,롯데관광개발,A032350,,,"{'company': ['롯데관광개발'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,케이엠더블유,A032500,,,"{'company': ['케이엠더블유'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,TJ미디어,A032540,,,"{'company': ['TJ미디어'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,황금에스티,A032560,,,"{'company': ['황금에스티'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,피델릭스,A032580,,,"{'company': ['피델릭스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,유비케어,A032620,,,"{'company': ['유비케어'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,LG유플러스,A032640,,,"{'company': ['LG유플러스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,소프트센,A032680,,,"{'company': ['소프트센'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,삼진,A032750,,,"{'company': ['삼진'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,비엔지티,A032790,20221207 104021,,"{'company': ['BNGT'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,판타지오,A032800,,,"{'company': ['판타지오'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,우리기술,A032820,,,"{'company': ['우리기술'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,삼성생명,A032830,,,"{'company': ['삼성생명'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,비트컴퓨터,A032850,,,"{'company': ['비트컴퓨터'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,휴먼엔,A032860,,,"{'company': ['휴먼엔'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,원익,A032940,,,"{'company': ['원익'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,동일기연,A032960,,,"{'company': ['동일기연'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,바이온,A032980,,,"{'company': ['바이온'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,제이엠아이,A033050,,,"{'company': ['제이엠아이'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,제룡전기,A033100,,,"{'company': ['제룡전기'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,디지틀조선,A033130,,,"{'company': ['디지틀조선'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,엠케이전자,A033160,,,"{'company': ['엠케이전자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,시그네틱스,A033170,,,"{'company': ['시그네틱스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,KH 필룩스,A033180,20220615 082547,,"{'company': ['KH 필룩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,모아텍,A033200,,,"{'company': ['모아텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,인성정보,A033230,,,"{'company': ['인성정보'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,자화전자,A033240,,,"{'company': ['자화전자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,체시스,A033250,,,"{'company': ['체시스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,유나이티드제약,A033270,,,"{'company': ['유나이티드제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,코웰패션,A033290,,,"{'company': ['코웰패션'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,엠투엔,A033310,,,"{'company': ['엠투엔'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,제이씨현시스템,A033320,,,"{'company': ['제이씨현시스템'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,좋은사람들,A033340,,,"{'company': ['좋은사람들'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,디에스티,A033430,,,"{'company': ['디에스티'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,동성화인텍,A033500,,,"{'company': ['동성화인텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,세종공업,A033530,,,"{'company': ['세종공업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,파라텍,A033540,,,"{'company': ['파라텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,블루콤,A033560,,,"{'company': ['블루콤'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,럭슬,A033600,,,"{'company': ['럭슬'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,네패스,A033640,,,"{'company': ['네패스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,우리금융캐피탈,A033660,,,"{'company': ['우리금융캐피탈'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,KT&G,A033780,,,"{'company': ['KT&G'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,스카이문스테크놀로지,A033790,,,"{'company': ['스카이문스테크놀로지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,티비씨,A033830,,,"{'company': ['티비씨'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,무학,A033920,,,"{'company': ['무학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,두산에너빌리티,A034020,20220615 082547,,"{'company': ['두산에너빌리티'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SBS,A034120,,,"{'company': ['SBS'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,LG디스플레이,A034220,,,"{'company': ['LG디스플레이'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,파라다이스,A034230,,,"{'company': ['파라다이스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신세계건설,A034300,,,"{'company': ['신세계건설'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,NICE,A034310,,,"{'company': ['NICE'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,인천도시가스,A034590,,,"{'company': ['인천도시가스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SK,A034730,,,"{'company': ['SK'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,해성산업,A034810,,,"{'company': ['해성산업'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국토지신탁,A034830,,,"{'company': ['한국토지신탁'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,조아제약,A034940,,,"{'company': ['조아제약'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국기업평가,A034950,,,"{'company': ['한국기업평가'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,지투알,A035000,,,"{'company': ['지투알'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,그래디언트,A035080,20220615 082547,,"{'company': ['그래디언트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,백산,A035150,,,"{'company': ['백산'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,프럼파스트,A035200,,,"{'company': ['프럼파스트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,강원랜드,A035250,,,"{'company': ['강원랜드'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,골드앤에스,A035290,20210409 083007,,"{'company': ['골드앤에스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,NAVER,A035420,,,"{'company': ['NAVER'], 'details': ['네이버'], 'execs': []}",,,
KR,Equity,KOSDAQ,기산텔레콤,A035460,,,"{'company': ['기산텔레콤'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,신세계 I&C,A035510,,,"{'company': ['신세계 I&C'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,KG이니시스,A035600,,,"{'company': ['KG이니시스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,솔본,A035610,,,"{'company': ['솔본'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,바른손이앤에이,A035620,,,"{'company': ['바른손이앤에이'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,카카오,A035720,,,"{'company': ['카카오'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,CJ ENM,A035760,,,"{'company': ['CJ ENM'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,이지홀딩스,A035810,,,"{'company': ['이지홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,서희건설,A035890,,,"{'company': ['서희건설'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,JYP Ent.,A035900,,,"{'company': ['JYP Ent.'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,예림당,A036000,,,"{'company': ['예림당'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,아비코전자,A036010,,,"{'company': ['아비코전자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,케이티알파,A036030,20220615 082547,,"{'company': ['케이티알파'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,위지트,A036090,,,"{'company': ['위지트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,SCI평가정보,A036120,,,"{'company': ['SCI평가정보'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,클라우드에어,A036170,,,"{'company': ['클라우드에어'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,지더블유바이텍,A036180,,,"{'company': ['지더블유바이텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,금화피에스시,A036190,,,"{'company': ['금화피에스시'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,유니셈,A036200,,,"{'company': ['유니셈'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,콘텐트리중앙,A036420,20220615 082547,,"{'company': ['콘텐트리중앙'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,한국가스공사,A036460,,,"{'company': ['한국가스공사'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,대성미생물,A036480,,,"{'company': ['대성미생물'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,SNT홀딩스,A036530,,,"{'company': ['SNT홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,SFA반도체,A036540,,,"{'company': ['SFA반도체'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,영풍정밀,A036560,,,"{'company': ['영풍정밀'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,엔씨소프트,A036570,,,"{'company': ['엔씨소프트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,팜스코,A036580,,,"{'company': ['팜스코'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,감성코퍼레이션,A036620,20210412 083032,,"{'company': ['감성코퍼레이션'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,세종텔레콤,A036630,,,"{'company': ['세종텔레콤'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,HRS,A036640,,,"{'company': ['HRS'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,KCI,A036670,,,"{'company': ['KCI'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,코맥스,A036690,,,"{'company': ['코맥스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,심텍홀딩스,A036710,,,"{'company': ['심텍홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,나이스정보통신,A036800,,,"{'company': ['나이스정보통신'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,에프에스티,A036810,,,"{'company': ['에프에스티'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,솔브레인홀딩스,A036830,,,"{'company': ['솔브레인홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,진성티이씨,A036890,,,"{'company': ['진성티이씨'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,주성엔지니어링,A036930,,,"{'company': ['주성엔지니어링'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,파워넷,A037030,,,"{'company': ['파워넷'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,파세코,A037070,,,"{'company': ['파세코'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국팩키지,A037230,,,"{'company': ['한국팩키지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,YG PLUS,A037270,,,"{'company': ['YG PLUS'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,인지디스플레,A037330,,,"{'company': ['인지디스플레'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,성도이엔지,A037350,,,"{'company': ['성도이엔지'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,EG,A037370,,,"{'company': ['EG'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,우리엔터프라이즈,A037400,20220615 082547,,"{'company': ['우리엔터프라이즈'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,희림,A037440,,,"{'company': ['희림'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,삼지전자,A037460,,,"{'company': ['삼지전자'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,LG헬로비전,A037560,,,"{'company': ['LG헬로비전'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,광주신세계,A037710,,,"{'company': ['광주신세계'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,쎄니트,A037760,,,"{'company': ['쎄니트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,엘컴텍,A037950,,,"{'company': ['엘컴텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,제일테크노스,A038010,,,"{'company': ['제일테크노스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,루멘스,A038060,,,"{'company': ['루멘스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,서린바이오,A038070,,,"{'company': ['서린바이오'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,에코플라스틱,A038110,,,"{'company': ['에코플라스틱'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,팍스넷,A038160,,,"{'company': ['팍스넷'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,마크로젠,A038290,,,"{'company': ['마크로젠'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,MIT,A038340,20230117 144042,,"{'company': ['MIT'], 'details': ['UCI'], 'execs': []}",,,
KR,Equity,KOSDAQ,레드캡투어,A038390,,,"{'company': ['레드캡투어'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,바이오스마트,A038460,,,"{'company': ['바이오스마트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,삼표시멘트,A038500,,,"{'company': ['삼표시멘트'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,골드퍼시픽,A038530,,,"{'company': ['골드퍼시픽'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,상상인,A038540,,,"{'company': ['상상인'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,위즈코프,A038620,,,"{'company': ['위즈코프'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,에스넷,A038680,,,"{'company': ['에스넷'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,에코바이오,A038870,,,"{'company': ['에코바이오'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,아이에이,A038880,,,"{'company': ['아이에이'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,파인디지털,A038950,,,"{'company': ['파인디지털'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,현대에이치티,A039010,20220615 082547,,"{'company': ['현대에이치티'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,이건홀딩스,A039020,,,"{'company': ['이건홀딩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,이오테크닉스,A039030,,,"{'company': ['이오테크닉스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,하나투어,A039130,,,"{'company': ['하나투어'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,오스코텍,A039200,,,"{'company': ['오스코텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,경남스틸,A039240,,,"{'company': ['경남스틸'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,인포뱅크,A039290,,,"{'company': ['인포뱅크'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,세중,A039310,,,"{'company': ['세중'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국경제TV,A039340,,,"{'company': ['한국경제TV'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,케이엘넷,A039420,,,"{'company': ['케이엘넷'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,에스티아이,A039440,,,"{'company': ['에스티아이'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,키움증권,A039490,,,"{'company': ['키움증권'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,다산네트웍스,A039560,,,"{'company': ['다산네트웍스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSPI,HDC랩스,A039570,20220615 082547,,"{'company': ['HDC랩스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,화성밸브,A039610,,,"{'company': ['화성밸브'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,스포츠서울,A039670,,,"{'company': ['스포츠서울'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,한국정보공학,A039740,,,"{'company': ['한국정보공학'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,오로라,A039830,,,"{'company': ['오로라'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,디오,A039840,,,"{'company': ['디오'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,나노엔텍,A039860,,,"{'company': ['나노엔텍'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,리노스,A039980,,,"{'company': ['리노스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,누리플렉스,A040160,20220615 082547,,"{'company': ['누리플렉스'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,YTN,A040300,,,"{'company': ['YTN'], 'details': [], 'execs': []}",,,
KR,Equity,KOSDAQ,큐로컴,A040350,,,"{'company': ['큐로컴'], 'details': [], 'execs': []}",,,
